FID,NAME,CITY,STATE,COUNTY,STATUS,TYPE
5752,OSMOND GENERAL HOSPITAL,OSMOND,NE,PIERCE,OPEN,CRITICAL ACCESS
5753,GOOD SHEPHERD SPECIALTY HOSPITAL,BETHLEHEM,PA,LEHIGH,OPEN,LONG TERM CARE
5754,WEST LOS ANGELES MEDICAL CENTER,LOS ANGELES,CA,LOS ANGELES,OPEN,MILITARY
5755,VA CENTRAL CALIFORNIA HEALTH CARE SYSTEM,FRESNO,CA,FRESNO,OPEN,MILITARY
5756,NAVAL MEDICAL CENTER SAN DIEGO,SAN DIEGO,CA,SAN DIEGO,OPEN,MILITARY
5757,ELLWOOD CITY HOSPITAL,ELLWOOD CITY,PA,LAWRENCE,OPEN,GENERAL ACUTE CARE
5758,WEED ARMY COMMUNITY HOSPITAL,FORT IRWIN,CA,SAN BERNARDINO,OPEN,MILITARY
5759,SAN FRANCISCO VA HEALTH CARE SYSTEM,SAN FRANCISCO,CA,SAN FRANCISCO,OPEN,MILITARY
5760,HORSHAM CLINIC,AMBLER,PA,MONTGOMERY,OPEN,PSYCHIATRIC
5761,MONTGOMERY COUNTY EMERGENCY SERVICE,NORRISTOWN,PA,MONTGOMERY,OPEN,PSYCHIATRIC
5762,VALLEY FORGE MEDICAL CENTER & HOSPITAL,NORRISTOWN,PA,MONTGOMERY,OPEN,REHABILITATION
5763,LANSDALE HOSPITAL,LANSDALE,PA,MONTGOMERY,OPEN,GENERAL ACUTE CARE
5764,CLARKS SUMMIT STATE HOSPITAL,CLARKS SUMMIT,PA,LACKAWANNA,OPEN,PSYCHIATRIC
5765,MAIN LINE HOSPITAL LANKENAU,WYNNEWOOD,PA,MONTGOMERY,OPEN,GENERAL ACUTE CARE
5766,MID-VALLEY HOSPITAL,PECKVILLE,PA,LACKAWANNA,CLOSED,GENERAL ACUTE CARE
5767,GEISINGER -LEWISTOWN HOSPITAL,LEWISTOWN,PA,MIFFLIN,OPEN,GENERAL ACUTE CARE
5768,UPMC HORIZON,GREENVILLE,PA,MERCER,OPEN,GENERAL ACUTE CARE
5769,SHARON REGIONAL HEALTH SYSTEM,SHARON,PA,MERCER,OPEN,GENERAL ACUTE CARE
5770,GROVE CITY MEDICAL CENTER,GROVE CITY,PA,MERCER,OPEN,GENERAL ACUTE CARE
5771,BAPTIST HEALTH MEDICAL CENTER - LITTLE ROCK,LITTLE ROCK,AR,PULASKI,OPEN,PSYCHIATRIC
5772,SAINT MARYS REGIONAL MEDICAL CENTER,LEWISTON,ME,ANDROSCOGGIN,OPEN,GENERAL ACUTE CARE
5773,WITHAM HEALTH SERVICES,LEBANON,IN,BOONE,OPEN,GENERAL ACUTE CARE
5774,PORTER-STARKE SERVICES INC,VALPARAISO,IN,PORTER,OPEN,PSYCHIATRIC
5775,WASHINGTON HEALTH GREENE,WAYNESBURG,PA,GREENE,OPEN,GENERAL ACUTE CARE
5776,COVINGTON COUNTY HOSPITAL,COLLINS,MS,COVINGTON,OPEN,GENERAL ACUTE CARE
5777,CENTRAL MAINE MEDICAL CENTER,LEWISTON,ME,ANDROSCOGGIN,OPEN,GENERAL ACUTE CARE
5778,ABRAZO ARIZONA HEART HOSPITAL,PHOENIX,AZ,MARICOPA,OPEN,GENERAL ACUTE CARE
5779,CROZER-CHESTER MEDICAL CENTER,UPLAND,PA,DELAWARE,OPEN,GENERAL ACUTE CARE
5780,KINDRED HOSPITAL PHILADELPHIA - HAVERTOWN,HAVERTOWN,PA,DELAWARE,OPEN,GENERAL ACUTE CARE
5781,UPMC HAMOT,ERIE,PA,ERIE,OPEN,GENERAL ACUTE CARE
5782,SAINT VINCENT HOSPITAL,ERIE,PA,ERIE,OPEN,GENERAL ACUTE CARE
5783,ERIE VETERANS AFFAIRS MEDICAL CENTER,ERIE,PA,ERIE,OPEN,MILITARY
5784,THE REHABILITATION INSTITUTE OF ST. LOUIS,ST. LOUIS,MO,ST. LOUIS CITY,OPEN,REHABILITATION
5785,SOUTH SHORE HOSPITAL,WEYMOUTH,MA,NORFOLK,OPEN,GENERAL ACUTE CARE
5786,GREENBAUM SURGICAL SPECIALTY HOSPITAL,SCOTTSDALE,AZ,MARICOPA,OPEN,GENERAL ACUTE CARE
5787,CHANGEPOINT PSYCHIATRIC HOSPITAL,LAKESIDE,AZ,NAVAJO,OPEN,PSYCHIATRIC
5788,"SOUTHWESTERN CHILDREN'S HEALTH SERVICES, INC (ACADIA HEALTHCARE)",CHANDLER,AZ,MARICOPA,OPEN,PSYCHIATRIC
5789,"TEMPE ST LUKE'S HOSPITAL, A CAMPUS OF ST LUKE'S MEDICAL CENTER",TEMPE,AZ,MARICOPA,OPEN,GENERAL ACUTE CARE
5790,SOUTHCOAST HOSPITALS GROUP - CHARLTON MEMORIAL HOSPITAL,FALL RIVER,MA,BRISTOL,OPEN,GENERAL ACUTE CARE
5791,NORTH ADAMS REGIONAL HOSPITAL,NORTH ADAMS,MA,BERKSHIRE,CLOSED,GENERAL ACUTE CARE
5792,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,ESSEX,OPEN,GENERAL ACUTE CARE
5793,LAWRENCE GENERAL HOSPITAL,LAWRENCE,MA,ESSEX,OPEN,GENERAL ACUTE CARE
5794,SPRINGFIELD HOSPITAL,SPRINGFIELD,PA,DELAWARE,OPEN,GENERAL ACUTE CARE
5795,MAYO CLINIC HOSPITAL ROCHESTER ST MARY'S CAMPUS,ROCHESTER,MN,OLMSTED,OPEN,GENERAL ACUTE CARE
5796,TEMPLE UNIVERSITY-EPISCOPAL HOSP-ER,PHILADELPHIA,PA,PHILADELPHIA,OPEN,GENERAL ACUTE CARE
5797,ENDLESS MOUNTAINS HEALTH SYSTEMS,MONTROSE,PA,SUSQUEHANNA,OPEN,GENERAL ACUTE CARE
5798,ST LUKE'S HOSPITAL ANDERSON CAMPUS,EASTON,PA,NORTHAMPTON,OPEN,GENERAL ACUTE CARE
5799,TERRE HAUTE REGIONAL HOSPITAL,TERRE HAUTE,IN,VIGO,OPEN,GENERAL ACUTE CARE
5800,DIGNITY HEALTH CHANDLER REGIONAL MEDICAL CENTER,CHANDLER,AZ,MARICOPA,OPEN,GENERAL ACUTE CARE
5801,SELECT SPECIALTY HOSPITAL-EVANSVILLE,EVANSVILLE,IN,VANDERBURGH,OPEN,LONG TERM CARE
5802,UNION HOSPITAL INC,TERRE HAUTE,IN,VIGO,OPEN,GENERAL ACUTE CARE
5803,NORTH GEORGIA MEDICAL CENTER,ELLIJAY,GA,GILMER,CLOSED,GENERAL ACUTE CARE
5804,AU MEDICAL CENTER,AUGUSTA,GA,RICHMOND,OPEN,GENERAL ACUTE CARE
5805,BETHESDA NORTH,CINCINNATI,OH,HAMILTON,OPEN,GENERAL ACUTE CARE
5806,SO CRESCENT BEH HLTH SYS - ANCHOR HOSPITAL CAMPUS,COLLEGE PARK,GA,CLAYTON,OPEN,PSYCHIATRIC
5807,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,NEWBURGH,IN,WARRICK,OPEN,GENERAL ACUTE CARE
5808,GLOBAL REHAB REHABILITATION HOSPITAL,SCOTTSDALE,AZ,MARICOPA,OPEN,REHABILITATION
5809,REGIONAL MENTAL HEALTH CENTER,MERRILLVILLE,IN,LAKE,OPEN,PSYCHIATRIC
5810,US AIR FORCE HOSPITAL-GLENDALE - CLOSED,GLENDALE,AZ,MARICOPA,CLOSED,MILITARY
5811,US ARMY HOSPITAL-FT HUACHUCA,FORT HUACHUCA,AZ,COCHISE,OPEN,MILITARY
5812,SPRINGWOODS BEHAVIORAL HEALTH SERVICES,FAYETTEVILLE,AR,WASHINGTON,OPEN,PSYCHIATRIC
5813,ST LUKES HOSPITAL MONROE CAMPUS,STROUDSBURG,PA,MONROE,OPEN,GENERAL ACUTE CARE
5814,MAINE MEDICAL CENTER,PORTLAND,ME,CUMBERLAND,OPEN,GENERAL ACUTE CARE
5815,PIEDMONT COLUMBUS REGIONAL MIDTOWN,COLUMBUS,GA,MUSCOGEE,OPEN,GENERAL ACUTE CARE
5816,MEDINA HOSPITAL,MEDINA,OH,MEDINA,OPEN,GENERAL ACUTE CARE
5817,BEACAN BEHAVIORAL HEALTH BUNKIE,BUNKIE,LA,AVOYELLES,OPEN,PSYCHIATRIC
5818,ORCHARD HOSPITAL,GRIDLEY,CA,BUTTE,OPEN,GENERAL ACUTE CARE
5819,TUBA CITY REGIONAL HEALTH CARE,TUBA CITY,AZ,COCONINO,OPEN,CRITICAL ACCESS
5820,ST VINCENT DUNN HOSPITAL INC,BEDFORD,IN,LAWRENCE,OPEN,CRITICAL ACCESS
5821,SAN CARLOS HOSPITAL,SAN CARLOS,AZ,GILA,CLOSED,CRITICAL ACCESS
5822,SAINT JOSEPH REGIONAL MEDICAL CENTER,MISHAWAKA,IN,ST. JOSEPH,OPEN,GENERAL ACUTE CARE
5823,EMORY REHABILITATION HOSPITAL,ATLANTA,GA,DEKALB,OPEN,REHABILITATION
5824,CHRISTUS DUBUIS HOSPITAL OF ALEXANDRIA,ALEXANDRIA,LA,RAPIDES,OPEN,GENERAL ACUTE CARE
5825,CANYON VISTA MEDICAL CENTER,SIERRA VISTA,AZ,COCHISE,OPEN,GENERAL ACUTE CARE
5826,MARION GENERAL HOSPITAL,COLUMBIA,MS,MARION,OPEN,GENERAL ACUTE CARE
5827,SELLS HOSPITAL,SELLS,AZ,PIMA,OPEN,CRITICAL ACCESS
5828,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,CHINLE,AZ,APACHE,OPEN,CRITICAL ACCESS
5829,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NEWNAN,NEWNAN,GA,COWETA,OPEN,REHABILITATION
5830,MEDICAL CENTER NAVICENT HEALTH,MACON,GA,BIBB,OPEN,GENERAL ACUTE CARE
5831,WELLSTAR NORTH FULTON HOSPITAL,ROSWELL,GA,FULTON,OPEN,GENERAL ACUTE CARE
5832,ST MARY'S GOOD SAMARITAN HOSPITAL,GREENSBORO,GA,GREENE,CLOSED,CRITICAL ACCESS
5833,RIVERVIEW HOSPITAL,NOBLESVILLE,IN,HAMILTON,OPEN,GENERAL ACUTE CARE
5834,VA MEDICAL CENTER - LIVERMORE DIVISION,LIVERMORE,CA,ALAMEDA,OPEN,MILITARY
5835,ST MARY'S GOOD SAMARITAN HOSPITAL,GREENSBORO,GA,GREENE,OPEN,CRITICAL ACCESS
5836,ST MARY'S SACRED HEART HOSPITAL INC,LAVONIA,GA,FRANKLIN,OPEN,GENERAL ACUTE CARE
5837,ST ELIZABETHS MEDICAL CENTER,WABASHA,MN,WABASHA,OPEN,CRITICAL ACCESS
5838,AVERA ST MARY'S HOSPITAL,PIERRE,SD,HUGHES,OPEN,GENERAL ACUTE CARE
5839,MADISON COMMUNITY HOSPITAL,MADISON,SD,LAKE,CLOSED,GENERAL ACUTE CARE
5840,SANFORD ABERDEEN MEDICAL CENTER,ABERDEEN,SD,BROWN,OPEN,GENERAL ACUTE CARE
5841,TUFTS MEDICAL CENTER,BOSTON,MA,SUFFOLK,OPEN,GENERAL ACUTE CARE
5842,WELLSTAR PAULDING HOSPITAL,HIRAM,GA,PAULDING,OPEN,GENERAL ACUTE CARE
5843,BOSTON MEDICAL CENTER - EAST NEWTON CAMPUS,BOSTON,MA,SUFFOLK,OPEN,GENERAL ACUTE CARE
5844,MILESTONE FOUNDATION - EXTENDED CARE,OLD ORCHARD BEACH,ME,YORK,OPEN,SPECIAL
5845,WINONA HEALTH SERVICES,WINONA,MN,WINONA,OPEN,GENERAL ACUTE CARE
5846,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,MA,SUFFOLK,OPEN,GENERAL ACUTE CARE
5847,VA LONG BEACH HEALTHCARE SYSTEM,LONG BEACH,CA,LOS ANGELES,OPEN,MILITARY
5848,CENTRAL ALABAMA VETERANS HEALTH CARE SYSTEM EAST CAMPUS,TUSKEGEE,AL,MACON,OPEN,MILITARY
5849,ATHOL MEMORIAL HOSPITAL,ATHOL,MA,WORCESTER,OPEN,GENERAL ACUTE CARE
5850,UMASS MEMORIAL MEDICAL CENTER - UNIVERSITY CAMPUS,WORCESTER,MA,WORCESTER,OPEN,GENERAL ACUTE CARE
5851,EMERSON HOSPITAL,CONCORD,MA,MIDDLESEX,OPEN,GENERAL ACUTE CARE
5852,METROWEST MEDICAL CENTER - LEONARD MORSE CAMPUS,NATICK,MA,MIDDLESEX,OPEN,GENERAL ACUTE CARE
5853,WINCHESTER HOSPITAL,WINCHESTER,MA,MIDDLESEX,OPEN,GENERAL ACUTE CARE
5854,AVERA SACRED HEART HOSPITAL,YANKTON,SD,YANKTON,OPEN,GENERAL ACUTE CARE
5855,SD HUMAN SERVICES CENTER,YANKTON,SD,YANKTON,OPEN,PSYCHIATRIC
5856,HENRICO DOCTORS' HOSPITAL,RICHMOND,VA,HENRICO,OPEN,GENERAL ACUTE CARE
5857,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,MA,FRANKLIN,OPEN,GENERAL ACUTE CARE
5858,MERCY MEDICAL CENTER - SPRINGFIELD CAMPUS,SPRINGFIELD,MA,HAMPDEN,OPEN,GENERAL ACUTE CARE
5859,LEWISGALE HOSPITAL MONTGOMERY,BLACKSBURG,VA,MONTGOMERY,OPEN,GENERAL ACUTE CARE
5860,BAY STATE WING MEMORIAL HOSPITAL AND MEDICAL CENTERS,PALMER,MA,HAMPDEN,OPEN,GENERAL ACUTE CARE
5861,ST ELIZABETH YOUNGSTOWN HOSPITAL,YOUNGSTOWN,OH,MAHONING,OPEN,GENERAL ACUTE CARE
5862,REGIONAL REHABILITATION INSTITUTE,RAPID CITY,SD,PENNINGTON,OPEN,REHABILITATION
5863,AULTMAN ORRVILLE HOSPITAL,ORRVILLE,OH,WAYNE,OPEN,CRITICAL ACCESS
5864,TIPPAH COUNTY HOSPITAL,RIPLEY,MS,TIPPAH,OPEN,GENERAL ACUTE CARE
5865,LAHEY CLINIC MEDICAL CENTER,BURLINGTON,MA,MIDDLESEX,OPEN,GENERAL ACUTE CARE
5866,ST VINCENT HOSPITAL,INDIANAPOLIS,IN,MARION,OPEN,GENERAL ACUTE CARE
5867,WOOSTER COMMUNITY HOSPITAL,WOOSTER,OH,WAYNE,OPEN,GENERAL ACUTE CARE
5868,LIFESCAPE,SIOUX FALLS,SD,MINNEHAHA,OPEN,CHILDREN
5869,VIRGINIA BEACH PSYCHIATRIC CENTER,VIRGINIA BEACH,VA,VIRGINIA BEACH,OPEN,PSYCHIATRIC
5870,ABBOTT NORTHWESTERN HOSPITAL,MINNEAPOLIS,MN,HENNEPIN,OPEN,GENERAL ACUTE CARE
5871,FAIRVIEW SOUTHDALE HOSPITAL,EDINA,MN,HENNEPIN,OPEN,GENERAL ACUTE CARE
5872,GILLETTE CHILDRENS SPEC HOSP,ST PAUL,MN,RAMSEY,OPEN,CHILDREN
5873,NORTH MEMORIAL MEDICAL CENTER,ROBBINSDALE,MN,HENNEPIN,OPEN,GENERAL ACUTE CARE
5874,PRAIRIE RIDGE HOSP HLTH SERV,ELBOW LAKE,MN,GRANT,CLOSED,GENERAL ACUTE CARE
5875,ST JOSEPHS HOSPITAL,ST PAUL,MN,RAMSEY,OPEN,GENERAL ACUTE CARE
5876,UNIVERSITY OF MN MED CTR,MINNEAPOLIS,MN,HENNEPIN,OPEN,GENERAL ACUTE CARE
5877,MAPLE GROVE HOSPITAL,MAPLE GROVE,MN,HENNEPIN,OPEN,GENERAL ACUTE CARE
5878,STONE COUNTY HOSPITAL,WIGGINS,MS,STONE,OPEN,CRITICAL ACCESS
5879,MAYO REGIONAL HOSPITAL,DOVER FOXCROFT,ME,PISCATAQUIS,OPEN,CRITICAL ACCESS
5880,LAKE REGION HEALTHCARE CORP,FERGUS FALLS,MN,OTTER TAIL,OPEN,GENERAL ACUTE CARE
5881,MERCY HOSPITAL,MOOSE LAKE,MN,CARLTON,OPEN,CRITICAL ACCESS
5882,ORTONVILLE AREA HEALTH SERVICE,ORTONVILLE,MN,BIG STONE,OPEN,CRITICAL ACCESS
5883,PERHAM HEALTH,PERHAM,MN,OTTER TAIL,OPEN,CRITICAL ACCESS
5884,LINCOLN HOSPITAL,BRONX,NY,BRONX,OPEN,GENERAL ACUTE CARE
5885,LAKE VIEW MEMORIAL HOSPITAL,TWO HARBORS,MN,LAKE,OPEN,CRITICAL ACCESS
5886,RAINY LAKE MEDICAL CENTER,INTERNATIONAL FALLS,MN,KOOCHICHING,OPEN,CRITICAL ACCESS
5887,ST. LANDRY EXTENDED CARE HOSPITAL,OPELOUSAS,LA,ST. LANDRY,OPEN,GENERAL ACUTE CARE
5888,JOHNSON MEMORIAL HOSP & HOME,DAWSON,MN,LAC QUI PARLE,OPEN,CRITICAL ACCESS
5889,SANFORD MEDICAL CENTER WHEATON,WHEATON,MN,TRAVERSE,OPEN,CRITICAL ACCESS
5890,SANFORD MED CTR THIEF RVR FALL,THIEF RIVER FALLS,MN,PENNINGTON,OPEN,GENERAL ACUTE CARE
5891,RIVERVIEW HOSPITAL & NSG HOME,CROOKSTON,MN,POLK,OPEN,CRITICAL ACCESS
5892,FAIRVIEW LAKES MEDICAL CENTER,WYOMING,MN,CHISAGO,OPEN,GENERAL ACUTE CARE
5893,FIRSTLIGHT HEALTH SYSTEM,MORA,MN,KANABEC,OPEN,CRITICAL ACCESS
5894,BAPTIST REHABILITATION-GERMANTOWN,GERMANTOWN,TN,SHELBY,CLOSED,REHABILITATION
5895,ESSENTIA HEALTH ST MARYS MED,DULUTH,MN,ST. LOUIS,OPEN,GENERAL ACUTE CARE
5896,KITTSON MEMORIAL HOSPITAL,HALLOCK,MN,KITTSON,OPEN,CRITICAL ACCESS
5897,LIFECARE MEDICAL CENTER,ROSEAU,MN,ROSEAU,OPEN,CRITICAL ACCESS
5898,CARRIS HEALTH LLC-RICE MEMORIAL HOSPITAL,WILLMAR,MN,KANDIYOHI,OPEN,GENERAL ACUTE CARE
5899,ST FRANCIS REGIONAL MED CENTER,SHAKOPEE,MN,SCOTT,OPEN,GENERAL ACUTE CARE
5900,ST LUKES HOSPITAL,DULUTH,MN,ST. LOUIS,OPEN,GENERAL ACUTE CARE
5901,UNIVERSITY MEDICAL CTR MESABI,HIBBING,MN,ST. LOUIS,OPEN,GENERAL ACUTE CARE
5902,ST LUKE'S QUAKERTOWN HOSPITAL,QUAKERTOWN,PA,BUCKS,OPEN,GENERAL ACUTE CARE
5903,MERCY HOSPITAL,COON RAPIDS,MN,ANOKA,OPEN,GENERAL ACUTE CARE
5904,MEEKER MEM HOSP,LITCHFIELD,MN,MEEKER,OPEN,CRITICAL ACCESS
5905,RIVERWOOD HEALTHCARE CENTER,AITKIN,MN,AITKIN,OPEN,CRITICAL ACCESS
5906,FRANKLIN WOODS COMMUNITY HOSPITAL,JOHNSON CITY,TN,WASHINGTON,OPEN,GENERAL ACUTE CARE
5907,HUTCHINSON AREA HEALTH CARE,HUTCHINSON,MN,MCLEOD,OPEN,GENERAL ACUTE CARE
5908,RIDGEVIEW MEDICAL CENTER,WACONIA,MN,CARVER,OPEN,GENERAL ACUTE CARE
5909,TENNOVA HEALTHCARE - HARTON,TULLAHOMA,TN,COFFEE,OPEN,GENERAL ACUTE CARE
5910,CUYUNA REGIONAL MEDICAL CENTER,CROSBY,MN,CROW WING,OPEN,CRITICAL ACCESS
5911,ESSENTIA HEALTH ST JOSEPHS MED,BRAINERD,MN,CROW WING,OPEN,GENERAL ACUTE CARE
5912,FAIRVIEW NORTHLAND REG HOSP,PRINCETON,MN,SHERBURNE,OPEN,GENERAL ACUTE CARE
5913,ST CLOUD HOSPITAL,ST CLOUD,MN,STEARNS,OPEN,GENERAL ACUTE CARE
5914,STEVENS COMMUNITY MED CENTER,MORRIS,MN,STEVENS,OPEN,CRITICAL ACCESS
5915,ST FRANCIS HEALTHCARE CAMPUS,BRECKENRIDGE,MN,WILKIN,OPEN,CRITICAL ACCESS
5916,CARRIS HEALTH REDWOOD AREA HOSPITAL,REDWOOD FALLS,MN,REDWOOD,OPEN,CRITICAL ACCESS
5917,RIVERVIEW PSYCHIATRIC CENTER,AUGUSTA,ME,KENNEBEC,OPEN,PSYCHIATRIC
5918,GRAND STRAND REGIONAL MEDICAL CENTER,MYRTLE BEACH,SC,HORRY,OPEN,GENERAL ACUTE CARE
5919,RIDGEVIEW SIBLEY MEDICAL CENTER,ARLINGTON,MN,SIBLEY,OPEN,CRITICAL ACCESS
5920,UHS BINGHAMTON GENERAL HOSPITAL,BINGHAMTON,NY,BROOME,OPEN,GENERAL ACUTE CARE
5921,UHS WILSON MEMORIAL HOSPITAL,JOHNSON CITY,NY,BROOME,OPEN,GENERAL ACUTE CARE
5922,FRANKLIN MEMORIAL HOSPITAL,FARMINGTON,ME,FRANKLIN,OPEN,GENERAL ACUTE CARE
5923,DISTRICT ONE HOSPITAL,FARIBAULT,MN,RICE,OPEN,GENERAL ACUTE CARE
5924,FAIRVIEW RIDGES HOSPITAL,BURNSVILLE,MN,DAKOTA,OPEN,GENERAL ACUTE CARE
5925,MAYO CLINIC HEALTH SYS L C,LAKE CITY,MN,GOODHUE,OPEN,CRITICAL ACCESS
5926,REGINA MEDICAL CENTER,HASTINGS,MN,DAKOTA,OPEN,GENERAL ACUTE CARE
5927,AUBURN COMMUNITY HOSPITAL,AUBURN,NY,CAYUGA,OPEN,GENERAL ACUTE CARE
5928,ASANTE ASHLAND COMMUNITY HOSPITAL,ASHLAND,OR,JACKSON,OPEN,GENERAL ACUTE CARE
5929,WESTFIELD MEMORIAL HOSPITAL,WESTFIELD,NY,CHAUTAUQUA,OPEN,GENERAL ACUTE CARE
5930,NORTHERN LIGHT MAINE COAST HOSPITAL,ELLSWORTH,ME,HANCOCK,OPEN,GENERAL ACUTE CARE
5931,ST CHARLES MEDICAL CENTER BEND,BEND,OR,DESCHUTES,OPEN,GENERAL ACUTE CARE
5932,PROVIDENCE MEDFORD MEDICAL CENTER,MEDFORD,OR,JACKSON,OPEN,GENERAL ACUTE CARE
5933,HARNEY DISTRICT HOSPITAL,BURNS,OR,HARNEY,OPEN,CRITICAL ACCESS
5934,BROOKS MEMORIAL HOSPITAL,DUNKIRK,NY,CHAUTAUQUA,OPEN,GENERAL ACUTE CARE
5935,NORTHFIELD CITY HOSPITAL & NSG,NORTHFIELD,MN,DAKOTA,OPEN,GENERAL ACUTE CARE
5936,CURRY GENERAL HOSPITAL,GOLD BEACH,OR,CURRY,OPEN,CRITICAL ACCESS
5937,BAY AREA HOSPITAL,COOS BAY,OR,COOS,OPEN,GENERAL ACUTE CARE
5938,COQUILLE VALLEY HOSPITAL DISTRICT,COQUILLE,OR,COOS,OPEN,CRITICAL ACCESS
5939,MERCY MEDICAL CENTER,ROSEBURG,OR,DOUGLAS,OPEN,GENERAL ACUTE CARE
5940,MINIDOKA MEMORIAL HOSPITAL,RUPERT,ID,MINIDOKA,OPEN,GENERAL ACUTE CARE
5941,KADLEC MEDICAL CENTER,RICHLAND,WA,BENTON,OPEN,GENERAL ACUTE CARE
5942,BOISE VA MEDICAL CENTER,BOISE,ID,ADA,OPEN,MILITARY
5943,ST. MARY'S REGIONAL MEDICAL CENTER,ENID,OK,GARFIELD,OPEN,GENERAL ACUTE CARE
5944,ST. LUKE'S JEROME,JEROME,ID,JEROME,OPEN,GENERAL ACUTE CARE
5945,SAINT ALPHONSUS MEDICAL CENTER - ONTARIO,ONTARIO,OR,MALHEUR,OPEN,GENERAL ACUTE CARE
5946,DOCTORS DIAGNOSTIC CENTER- WILLIAMSBURG,WILLIAMSBURG,VA,JAMES CITY,CLOSED,GENERAL ACUTE CARE
5947,CENTRA SOUTHSIDE COMMUNITY HOSPITAL,FARMVILLE,VA,PRINCE EDWARD,OPEN,GENERAL ACUTE CARE
5948,UNIVERSITY OF VIRGINIA MEDICAL CENTER,CHARLOTTESVILLE,VA,CHARLOTTESVILLE,OPEN,GENERAL ACUTE CARE
5949,UVA HEALTHSOUTH REHABILITATION HOSPITAL,CHARLOTTESVILLE,VA,ALBEMARLE,OPEN,REHABILITATION
5950,SPOTSYLVANIA REGIONAL MEDICAL CENTER,FREDERICKSBURG,VA,SPOTSYLVANIA,OPEN,GENERAL ACUTE CARE
5951,TWIN COUNTY REGIONAL HOSPITAL,GALAX,VA,GALAX,OPEN,GENERAL ACUTE CARE
5952,BON SECOURS MARYVIEW MEDICAL CENTER,PORTSMOUTH,VA,PORTSMOUTH,OPEN,GENERAL ACUTE CARE
5953,SENTARA HALIFAX REGIONAL HOSPITAL,SOUTH BOSTON,VA,HALIFAX,OPEN,GENERAL ACUTE CARE
5954,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,WOODBRIDGE,VA,PRINCE WILLIAM,OPEN,GENERAL ACUTE CARE
5955,NAVAL HEALTH CLINIC (JOHN HENRY BALCH),QUANTICO,VA,PRINCE WILLIAM,OPEN,GENERAL ACUTE CARE
5956,CHILDREN'S HOSPITAL OF THE KINGS DAUGHTERS,NORFOLK,VA,NORFOLK,OPEN,CHILDREN
5957,SENTARA NORFOLK GENERAL HOSPITAL,NORFOLK,VA,NORFOLK,OPEN,GENERAL ACUTE CARE
5958,BON SECOURS RICHMOND COMMUNITY HOSPITAL,RICHMOND,VA,RICHMOND CITY,OPEN,GENERAL ACUTE CARE
5959,CJW MEDICAL CENTER CHIPPENHAM CAMPUS,RICHMOND,VA,RICHMOND CITY,OPEN,GENERAL ACUTE CARE
5960,CATAWBA HOSPITAL,CATAWBA,VA,ROANOKE,OPEN,PSYCHIATRIC
5961,BON SECOURS MARY IMMACULATE HOSPITAL,NEWPORT NEWS,VA,NEWPORT NEWS,OPEN,GENERAL ACUTE CARE
5962,RIVERSIDE REGIONAL MEDICAL CENTER,NEWPORT NEWS,VA,NEWPORT NEWS,OPEN,GENERAL ACUTE CARE
5963,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VIRGINIA BEACH,VA,VIRGINIA BEACH,OPEN,GENERAL ACUTE CARE
5964,OKEENE MUNICIPAL HOSPITAL,OKEENE,OK,BLAINE,OPEN,CRITICAL ACCESS
5965,MARY WASHINGTON HOSPITAL,FREDERICKSBURG,VA,FREDERICKSBURG,OPEN,GENERAL ACUTE CARE
5966,LOURDES COUNSELING CENTER,RICHLAND,WA,BENTON,OPEN,PSYCHIATRIC
5967,JOHN RANDOLPH MEDICAL CENTER,HOPEWELL,VA,HOPEWELL,OPEN,GENERAL ACUTE CARE
5968,CARILION GILES MEMORIAL HOSPITAL,PEARISBURG,VA,GILES,CLOSED,GENERAL ACUTE CARE
5969,RIVERSIDE WALTER REED HOSPITAL,GLOUCESTER,VA,GLOUCESTER,OPEN,GENERAL ACUTE CARE
5970,LEE REGIONAL MEDICAL CENTER,PENNINGTON GAP,VA,LEE,CLOSED,GENERAL ACUTE CARE
5971,CONTINUOUS CARE CENTER OF TULSA,TULSA,OK,TULSA,CLOSED,LONG TERM CARE
5972,THE NEUROMEDICAL CENTER REHABILITATION HOSPITAL,BATON ROUGE,LA,EAST BATON ROUGE,OPEN,REHABILITATION
5973,SENTARA OBICI HOSPITAL,SUFFOLK,VA,SUFFOLK,OPEN,GENERAL ACUTE CARE
5974,ST. JOHN BROKEN ARROW,BROKEN ARROW,OK,TULSA,OPEN,GENERAL ACUTE CARE
5975,ST. JOHN OWASSO,OWASSO,OK,TULSA,OPEN,GENERAL ACUTE CARE
5976,CARILION FRANKLIN MEMORIAL HOSPITAL,ROCKY MOUNT,VA,FRANKLIN,OPEN,GENERAL ACUTE CARE
5977,VALLEY HEALTH WINCHESTER MEDICAL CENTER,WINCHESTER,VA,WINCHESTER,OPEN,GENERAL ACUTE CARE
5978,IDAHO STATE HOSPITAL SOUTH,BLACKFOOT,ID,BINGHAM,OPEN,PSYCHIATRIC
